文,出現順序,全体のコメント,ラベル
こんな杜撰な案件、民間企業では即事業停止ですよ。,3,"マイナカードは圧倒的にシステム上のセキュリティが問題です。
運用を始めた政府としても、問題起きても責任取らないとあり得ない事を言っており、とうていこんな状況でトラブルが起きない訳がない。
誰もが気づいてると思いますが、単純な部分で、マイナンバーカードは扱いでは表面の数字を隠すように言われてますが、裏面にあるQRコードはそっくりそのまま個人番号です。こんな杜撰な案件、民間企業では即事業停止ですよ。",
1年くらい前、娘がPayPay申請したくて携帯からマイナカードで申請したら全く読み込まない。,0,"1年くらい前、娘がPayPay申請したくて携帯からマイナカードで申請したら全く読み込まない。
しばらくして、運転免許を取り免許証で申請したら一回で処理がされた。
それ以来マイナカードは信用してない。",
"
しばらくして、運転免許を取り免許証で申請したら一回で処理がされた。",1,"1年くらい前、娘がPayPay申請したくて携帯からマイナカードで申請したら全く読み込まない。
しばらくして、運転免許を取り免許証で申請したら一回で処理がされた。
それ以来マイナカードは信用してない。",
"
それ以来マイナカードは信用してない。",2,"1年くらい前、娘がPayPay申請したくて携帯からマイナカードで申請したら全く読み込まない。
しばらくして、運転免許を取り免許証で申請したら一回で処理がされた。
それ以来マイナカードは信用してない。",
"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。",0,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
全国民一律,1,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
"同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。",2,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
不正利用の防止にもつながり,3,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
"保険料が下がることにもつながる
運転免許証統合",4,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
→発行機関の統一とかができるのであれば賛成。,5,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
警察の利権温床なので結果無理だと思ってます,6,"バッドたくさんつくだろうと予測しますが
マイナンバーカードの身分確認→賛成。全国民一律同じ物での確認は理にかなってる
保険証統合、紙保険証廃止→賛成。不正利用の防止にもつながり保険料が下がることにもつながる
運転免許証統合→発行機関の統一とかができるのであれば賛成。警察の利権温床なので結果無理だと思ってます",
"ん・・
銀行口座の開設？",0,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
銀行は民間ですからね、免許書で確認するか？,1,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
しないかは銀行次第でしょうね　,2,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
逆にダメなら民間銀行は実は国営？,3,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
"
以前　",4,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
世界中のお金持ちが利用する　,5,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
私書箱の国　,6,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
公表されないままニュースが、あっという間に消えましたよね。,7,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
"
銀行の口座開設に本人確認が必要な国って・・・",8,"ん・・
銀行口座の開設？銀行は民間ですからね、免許書で確認するか？しないかは銀行次第でしょうね　逆にダメなら民間銀行は実は国営？
以前　世界中のお金持ちが利用する　私書箱の国　公表されないままニュースが、あっという間に消えましたよね。
銀行の口座開設に本人確認が必要な国って・・・",
VISA　　MASTER,0,VISA　　MASTER　　JCB　　１枚ずつで3枚のクレジットカードを持っているとして、それをまとめて１枚にして、１２桁の番号はみな同じで統一してみたいなイメージ？１枚なくしたら３まいなくしたことになる。,
　　JCB　　１枚ずつで3枚のクレジットカードを持っているとして、それをまとめて１枚にして、１２桁の番号はみな同じで統一してみたいなイメージ？,1,VISA　　MASTER　　JCB　　１枚ずつで3枚のクレジットカードを持っているとして、それをまとめて１枚にして、１２桁の番号はみな同じで統一してみたいなイメージ？１枚なくしたら３まいなくしたことになる。,
１枚なくしたら３まいなくしたことになる。,2,VISA　　MASTER　　JCB　　１枚ずつで3枚のクレジットカードを持っているとして、それをまとめて１枚にして、１２桁の番号はみな同じで統一してみたいなイメージ？１枚なくしたら３まいなくしたことになる。,
運転免許証のゴールド・ブルー・グリーンのいろはどうやって確認できる様にするのでしょうか？,0,"運転免許証のゴールド・ブルー・グリーンのいろはどうやって確認できる様にするのでしょうか？国はそもそもあまり色については意識していないのかな？
国が行なっていることが意味わからないなあ。",
国はそもそもあまり色については意識していないのかな？,1,"運転免許証のゴールド・ブルー・グリーンのいろはどうやって確認できる様にするのでしょうか？国はそもそもあまり色については意識していないのかな？
国が行なっていることが意味わからないなあ。",
"
国が行なっていることが意味わからないなあ。",2,"運転免許証のゴールド・ブルー・グリーンのいろはどうやって確認できる様にするのでしょうか？国はそもそもあまり色については意識していないのかな？
国が行なっていることが意味わからないなあ。",
"機械で読み込んだら、別人出てきて、
あなた無免許です、不携帯で検挙、署に連行。",0,"機械で読み込んだら、別人出てきて、
あなた無免許です、不携帯で検挙、署に連行。もし手配者、前科情報が表示されたら
ハチが群がるようにパトカーに囲まれるかも
腕見せて、車内に危険物、薬物とか聞かれる、それも強く聞かれるよね
あの警察24時間番組のように",
"もし手配者、前科情報が表示されたら
ハチが群がるようにパトカーに囲まれるかも
腕見せて、車内に危険物、薬物とか聞かれる、それも強く聞かれるよね",1,"機械で読み込んだら、別人出てきて、
あなた無免許です、不携帯で検挙、署に連行。もし手配者、前科情報が表示されたら
ハチが群がるようにパトカーに囲まれるかも
腕見せて、車内に危険物、薬物とか聞かれる、それも強く聞かれるよね
あの警察24時間番組のように",
"
",2,"機械で読み込んだら、別人出てきて、
あなた無免許です、不携帯で検挙、署に連行。もし手配者、前科情報が表示されたら
ハチが群がるようにパトカーに囲まれるかも
腕見せて、車内に危険物、薬物とか聞かれる、それも強く聞かれるよね
あの警察24時間番組のように",
あの警察24時間番組のように,3,"機械で読み込んだら、別人出てきて、
あなた無免許です、不携帯で検挙、署に連行。もし手配者、前科情報が表示されたら
ハチが群がるようにパトカーに囲まれるかも
腕見せて、車内に危険物、薬物とか聞かれる、それも強く聞かれるよね
あの警察24時間番組のように",
カード紛失したら再発行時どうやって証明するの？,0,"カード紛失したら再発行時どうやって証明するの？
リスクヘッジ
一つのかごに卵を入れるな
常に携帯しなくてはならないので路上強盗が急増するのは確実

カードの替えは利かないが
政治家のかわりはいくらでもいる
危険なカードは返納しましょう",
"
リスクヘッジ
一つのかごに卵を入れるな
常に携帯しなくてはならないので路上強盗が急増するのは確実

カードの替えは利かないが
政治家のかわりはいくらでもいる
危険なカードは返納しましょう",1,"カード紛失したら再発行時どうやって証明するの？
リスクヘッジ
一つのかごに卵を入れるな
常に携帯しなくてはならないので路上強盗が急増するのは確実

カードの替えは利かないが
政治家のかわりはいくらでもいる
危険なカードは返納しましょう",
マイナンバーカードはいろいろなものを一本化してこそ利用価値は高まる。,0,マイナンバーカードはいろいろなものを一本化してこそ利用価値は高まる。本人確認をマイナンバーカードに一本化するのは当然の流れ。だからこそ、マインバーカードに関わる情報漏洩や誤謬に関しては徹底的な対策が必要である。,
本人確認をマイナンバーカードに一本化するのは当然の流れ。,1,マイナンバーカードはいろいろなものを一本化してこそ利用価値は高まる。本人確認をマイナンバーカードに一本化するのは当然の流れ。だからこそ、マインバーカードに関わる情報漏洩や誤謬に関しては徹底的な対策が必要である。,
だからこそ、マインバーカードに関わる情報漏洩や誤謬に関しては徹底的な対策が必要である。,2,マイナンバーカードはいろいろなものを一本化してこそ利用価値は高まる。本人確認をマイナンバーカードに一本化するのは当然の流れ。だからこそ、マインバーカードに関わる情報漏洩や誤謬に関しては徹底的な対策が必要である。,
現自公明党が与党として横暴とも呼べる無茶苦茶な政治をし、利権に執着する光景に対し、色々言いたい事が、おそらく国民一人一人あるはず。,0,"現自公明党が与党として横暴とも呼べる無茶苦茶な政治をし、利権に執着する光景に対し、色々言いたい事が、おそらく国民一人一人あるはず。

国民の世論がどれだけ反対を示そうが、声を上げようと、首相こそが大臣こそが現政権与党こそが正しいとあぐらをかいて聞かないでいるんだよね。

なんか、もう四の五の言わず親、成年の子、祖父母、兄弟、友人、知人説き伏せ誘って現与党を組織票なんて紙くずとなる様に次回選挙で潰し、新政権が同じ過ちしたら即座に潰すぞと睨み効かせる循環作りませんか？と思える。

消去法、野党がだらしない、過去の政権云々なんてもっともらしい理由付けであって、大切なのは今起こっている事だし、一体化は嫌だがもっともらしい理由付けて現与党に投票すれば、それは国民全体が納得したとなるし、それにより現与党はまた鼻が伸びきり、それこそ国民の首にリード付けて痩せこける迄絞り取られる存在に成り下がるでしょ。",
"

国民の世論がどれだけ反対を示そうが、声を上げようと、首相こそが大臣こそが現政権与党こそが正しいとあぐらをかいて聞かないでいるんだよね。",1,"現自公明党が与党として横暴とも呼べる無茶苦茶な政治をし、利権に執着する光景に対し、色々言いたい事が、おそらく国民一人一人あるはず。

国民の世論がどれだけ反対を示そうが、声を上げようと、首相こそが大臣こそが現政権与党こそが正しいとあぐらをかいて聞かないでいるんだよね。

なんか、もう四の五の言わず親、成年の子、祖父母、兄弟、友人、知人説き伏せ誘って現与党を組織票なんて紙くずとなる様に次回選挙で潰し、新政権が同じ過ちしたら即座に潰すぞと睨み効かせる循環作りませんか？と思える。

消去法、野党がだらしない、過去の政権云々なんてもっともらしい理由付けであって、大切なのは今起こっている事だし、一体化は嫌だがもっともらしい理由付けて現与党に投票すれば、それは国民全体が納得したとなるし、それにより現与党はまた鼻が伸びきり、それこそ国民の首にリード付けて痩せこける迄絞り取られる存在に成り下がるでしょ。",
"

なんか、もう四の五の言わず親、成年の子、祖父母、兄弟、友人、知人説き伏せ誘って現与党を組織票なんて紙くずとなる様に次回選挙で潰し、新政権が同じ過ちしたら即座に潰すぞと睨み効かせる循環作りませんか？と思える。",2,"現自公明党が与党として横暴とも呼べる無茶苦茶な政治をし、利権に執着する光景に対し、色々言いたい事が、おそらく国民一人一人あるはず。

国民の世論がどれだけ反対を示そうが、声を上げようと、首相こそが大臣こそが現政権与党こそが正しいとあぐらをかいて聞かないでいるんだよね。

なんか、もう四の五の言わず親、成年の子、祖父母、兄弟、友人、知人説き伏せ誘って現与党を組織票なんて紙くずとなる様に次回選挙で潰し、新政権が同じ過ちしたら即座に潰すぞと睨み効かせる循環作りませんか？と思える。

消去法、野党がだらしない、過去の政権云々なんてもっともらしい理由付けであって、大切なのは今起こっている事だし、一体化は嫌だがもっともらしい理由付けて現与党に投票すれば、それは国民全体が納得したとなるし、それにより現与党はまた鼻が伸びきり、それこそ国民の首にリード付けて痩せこける迄絞り取られる存在に成り下がるでしょ。",
"

消去法、野党がだらしない、過去の政権云々なんてもっともらしい理由付けであって、大切なのは今起こっている事だし、一体化は嫌だがもっともらしい理由付けて現与党に投票すれば、それは国民全体が納得したとなるし、それにより現与党はまた鼻が伸びきり、それこそ国民の首にリード付けて痩せこける迄絞り取られる存在に成り下がるでしょ。",3,"現自公明党が与党として横暴とも呼べる無茶苦茶な政治をし、利権に執着する光景に対し、色々言いたい事が、おそらく国民一人一人あるはず。

国民の世論がどれだけ反対を示そうが、声を上げようと、首相こそが大臣こそが現政権与党こそが正しいとあぐらをかいて聞かないでいるんだよね。

なんか、もう四の五の言わず親、成年の子、祖父母、兄弟、友人、知人説き伏せ誘って現与党を組織票なんて紙くずとなる様に次回選挙で潰し、新政権が同じ過ちしたら即座に潰すぞと睨み効かせる循環作りませんか？と思える。

消去法、野党がだらしない、過去の政権云々なんてもっともらしい理由付けであって、大切なのは今起こっている事だし、一体化は嫌だがもっともらしい理由付けて現与党に投票すれば、それは国民全体が納得したとなるし、それにより現与党はまた鼻が伸びきり、それこそ国民の首にリード付けて痩せこける迄絞り取られる存在に成り下がるでしょ。",
こうして国民のあらゆる個人情報を政府が一元化して管理しようとするのは、まぎれもなく独裁国家のやり方だ。,0,こうして国民のあらゆる個人情報を政府が一元化して管理しようとするのは、まぎれもなく独裁国家のやり方だ。何が「聞く耳」だ。国民の7割が納得しない欠陥だらけの政策を強行しようとするのは、自公政府の問答無用のゴリ押しに過ぎない。保守派だが、今の自民は次期選挙で壊滅させねばならない。,
何が「聞く耳」だ。,1,こうして国民のあらゆる個人情報を政府が一元化して管理しようとするのは、まぎれもなく独裁国家のやり方だ。何が「聞く耳」だ。国民の7割が納得しない欠陥だらけの政策を強行しようとするのは、自公政府の問答無用のゴリ押しに過ぎない。保守派だが、今の自民は次期選挙で壊滅させねばならない。,
国民の7割が納得しない欠陥だらけの政策を強行しようとするのは、自公政府の問答無用のゴリ押しに過ぎない。,2,こうして国民のあらゆる個人情報を政府が一元化して管理しようとするのは、まぎれもなく独裁国家のやり方だ。何が「聞く耳」だ。国民の7割が納得しない欠陥だらけの政策を強行しようとするのは、自公政府の問答無用のゴリ押しに過ぎない。保守派だが、今の自民は次期選挙で壊滅させねばならない。,
保守派だが、今の自民は次期選挙で壊滅させねばならない。,3,こうして国民のあらゆる個人情報を政府が一元化して管理しようとするのは、まぎれもなく独裁国家のやり方だ。何が「聞く耳」だ。国民の7割が納得しない欠陥だらけの政策を強行しようとするのは、自公政府の問答無用のゴリ押しに過ぎない。保守派だが、今の自民は次期選挙で壊滅させねばならない。,
"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？",0,"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？
マイナンバーカードも更新しないとないけないの？

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね",
"
マイナンバーカードも更新しないとないけないの？",1,"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？
マイナンバーカードも更新しないとないけないの？

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね",
"

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？",2,"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？
マイナンバーカードも更新しないとないけないの？

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね",
"
",3,"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？
マイナンバーカードも更新しないとないけないの？

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね",
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね,4,"マイナンバーと免許証が１本化されたら

免許証の更新時、即日発行されるの？
マイナンバーカードも更新しないとないけないの？

今だと、免許証を、紛失したら講習を受けたら即日貰える

だけど、マイナンバーカードと１本化されたら
待たされるの？
まさか、マイナンバーカードの免許証更新まで仮免許渡されないのね",
だから、なんで「禁止」なの。,0,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
保険証の「廃止」と同じで。,1,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
"
マイナンバーカード便利なんでしょ？",2,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
便利なら自然と普及するでしょ？,3,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
"
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。",4,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
"
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",5,"だから、なんで「禁止」なの。保険証の「廃止」と同じで。
マイナンバーカード便利なんでしょ？便利なら自然と普及するでしょ？
ポイントをばら撒いたり禁止や廃止しないと普及しないのは、国民にとってマイナンバーカードなんて何のメリットもないからなんだよ。
マイナンバーカードが国民のメリットではなく、国の管理と行政のためだけのものということの証左。",
マイナンバーカードを返納する人達が増えています。,0,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
使うことがない･個人情報が漏れる,1,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
･ミスが多く信用出来ないのが理由みたいです,2,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
確かにマイナンバーカードは利用することがないなあ～,3,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
本人確認する場合は免許証を使うからね。,4,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
マイナンバーカードにほけ,5,マイナンバーカードを返納する人達が増えています。使うことがない･個人情報が漏れる･ミスが多く信用出来ないのが理由みたいです確かにマイナンバーカードは利用することがないなあ～本人確認する場合は免許証を使うからね。マイナンバーカードにほけ,
免許とへ併用して使えるのであれば便利ではあるが一本化の弊害は計り知れないな。,0,"免許とへ併用して使えるのであれば便利ではあるが一本化の弊害は計り知れないな。
免許更新を辞めらりするのならまだいいがそれはしないだろうしそもそも身元確認できる書類としてマイナンバーは使いにくいのでやめて欲しいわ",
"
免許更新を辞めらりするのならまだいいがそれはしないだろうしそもそも身元確認できる書類としてマイナンバーは使いにくいのでやめて欲しいわ",1,"免許とへ併用して使えるのであれば便利ではあるが一本化の弊害は計り知れないな。
免許更新を辞めらりするのならまだいいがそれはしないだろうしそもそも身元確認できる書類としてマイナンバーは使いにくいのでやめて欲しいわ",
運転免許証くらい簡単に本人確認できるものはない。,0,"運転免許証くらい簡単に本人確認できるものはない。
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",
"
",1,"運転免許証くらい簡単に本人確認できるものはない。
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。,2,"運転免許証くらい簡単に本人確認できるものはない。
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",
"

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。",3,"運転免許証くらい簡単に本人確認できるものはない。
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",
"
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",4,"運転免許証くらい簡単に本人確認できるものはない。
しかも、車を運転する際には必ず持ち歩いているし、個人情報と紐づけられたマイナンバーカードなど持ち歩けるわけもない。

日本は、政治は昔からだが、行政も劣化が激しく、政策立案に関しても、もはや先進国の体を成していない。
世襲ボンボンの河野や岸田をはじめとする自民党議員は、一人残らず次の選挙で落とすことが必要だが、一方で行政訴訟を起こして、マイナンバーカードそのものを廃止させるしかない。",
百歩譲って一本化したりデジタル化するとしても、そこにいくらお金がかかるの？,0,百歩譲って一本化したりデジタル化するとしても、そこにいくらお金がかかるの？ITエンジニアとかにちゃんとお金出してくれるの？どうせ税金を節約するために安賃金で外国企業に丸投げするのが目に見えているし、そうなったら日本人の個人情報が漏れますが。,
ITエンジニアとかにちゃんとお金出してくれるの？,1,百歩譲って一本化したりデジタル化するとしても、そこにいくらお金がかかるの？ITエンジニアとかにちゃんとお金出してくれるの？どうせ税金を節約するために安賃金で外国企業に丸投げするのが目に見えているし、そうなったら日本人の個人情報が漏れますが。,
どうせ税金を節約するために安賃金で外国企業に丸投げするのが目に見えているし、そうなったら日本人の個人情報が漏れますが。,2,百歩譲って一本化したりデジタル化するとしても、そこにいくらお金がかかるの？ITエンジニアとかにちゃんとお金出してくれるの？どうせ税金を節約するために安賃金で外国企業に丸投げするのが目に見えているし、そうなったら日本人の個人情報が漏れますが。,
何が何でもマイナンバーに移行させたいから一体化にさせたいんだよね。,0,何が何でもマイナンバーに移行させたいから一体化にさせたいんだよね。身分証明になるカードがマイナンバーカードだけになるって言うのがリスクありすぎる。トラブルは全て自治体等に任せてるのも本当におかしい。,
身分証明になるカードがマイナンバーカードだけになるって言うのがリスクありすぎる。,1,何が何でもマイナンバーに移行させたいから一体化にさせたいんだよね。身分証明になるカードがマイナンバーカードだけになるって言うのがリスクありすぎる。トラブルは全て自治体等に任せてるのも本当におかしい。,
トラブルは全て自治体等に任せてるのも本当におかしい。,2,何が何でもマイナンバーに移行させたいから一体化にさせたいんだよね。身分証明になるカードがマイナンバーカードだけになるって言うのがリスクありすぎる。トラブルは全て自治体等に任せてるのも本当におかしい。,
ほかを不便にすることによって利用を促進するというのははっきり言って邪道。,0,"ほかを不便にすることによって利用を促進するというのははっきり言って邪道。
一体免許証での本人確認に何の問題があると言うのか。
そしてそれはマイナンバーカードだと解消されるのか？
そうした問題がないのであれば不合理極まりない政策と言わざるを得ない。",
"
",1,"ほかを不便にすることによって利用を促進するというのははっきり言って邪道。
一体免許証での本人確認に何の問題があると言うのか。
そしてそれはマイナンバーカードだと解消されるのか？
そうした問題がないのであれば不合理極まりない政策と言わざるを得ない。",
一体免許証での本人確認に何の問題があると言うのか。,2,"ほかを不便にすることによって利用を促進するというのははっきり言って邪道。
一体免許証での本人確認に何の問題があると言うのか。
そしてそれはマイナンバーカードだと解消されるのか？
そうした問題がないのであれば不合理極まりない政策と言わざるを得ない。",
"
そしてそれはマイナンバーカードだと解消されるのか？",3,"ほかを不便にすることによって利用を促進するというのははっきり言って邪道。
一体免許証での本人確認に何の問題があると言うのか。
そしてそれはマイナンバーカードだと解消されるのか？
そうした問題がないのであれば不合理極まりない政策と言わざるを得ない。",
